Glottocode,LANG_IS,Shp_Lng,Shap_Ar,L1_Users,Digits,All_Users,Countries,Family,Classification,Latitude,Longitude,EGIDS,Is_Written,glottolog_macroarea,status,family_id,parent_id,latitude,longitude,child_dialect_count,country_ids,family_name,Family_size,DPLACE subsistence,Forager language definite,Forager language possible,ISO3,LON,LAT,island,written,EA033_Extended
waga1268,wgb,0.292080199,0.004517694,600,3,600,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, Suauic",-10.4453,150.4333,6a,F,Papunesia,safe,aust1307,suau1243,-10.41792,150.37814,2,PG,Austronesian,1276,NA,0,0,PNG,144.3312156,-6.645007134,1,0,NA
wagd1238,wbr,4.564236411,1.224019809,2510000,7,2510000,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Bhil",23.6947,74.0115,3,T,Eurasia,safe,indo1319,bhil1254,23.6888,73.9022,3,IN,Indo-European,588,NA,0,0,IND,79.59370376,22.92500641,0,1,NA
wage1238,waq,3.766783125,0.785083569,11,2,11,1,Australian,"Australian, Gunwingguan, Wagiman",-13.7767,131.8632,8b,F,Australia,severely endangered,,,-13.8627,131.893,0,AU,NA,1,NA,1,0,AUS,134.3760786,-25.56076406,0,0,NA
wagi1249,fad,0.253328148,0.003422869,3380,4,3380,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Hanseman",-5.1867,145.7379,6a,T,Papunesia,vulnerable,nucl1709,garu1247,-5.17834,145.726,0,PG,Nuclear Trans New Guinea,316,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
wagu1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papunesia,critically endangered,sepi1257,bahi1255,-4.380424,142.726795,0,PG,Sepik,36,NA,0,0,PNG,144.3312156,-6.645007134,1,NA,NA
waha1238,whk,0.888232741,0.049256039,9000,4,9000,2,Austronesian,"Austronesian, Malayo-Polynesian, North Borneo, North Sarawakan, Kayan-Kenyah, Kenyah, Kayanic Kenyah",1.5906,116.651,6b,T,Papunesia,definitely endangered,aust1307,lowl1270,1.56635,116.655,1,ID,Austronesian,1276,NA,0,0,IDN,114.0226835,-0.254301557,1,1,NA
waig1243,wbk,1.975642702,0.127977326,28000,5,28000,1,Indo-European,"Indo-European, Indo-Iranian, Nuristani",35.1778,71.0595,6a,F,Eurasia,definitely endangered,indo1319,waig1246,35.0358,70.9761,2,AF,Indo-European,588,NA,0,0,AFG,66.08669022,33.85639928,0,0,NA
waig1244,wgo,2.738622278,0.127414329,1000,4,1000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, West New Guinea, Cenderawasih Bay, Raja Ampat",-0.1864,130.9508,7,F,Papunesia,definitely endangered,aust1307,ambe1249,-0.17957,130.917,2,ID,Austronesian,1276,NA,0,0,NA,NA,NA,1,0,NA
wail1242,wlr,0.215976659,0.002858681,100,3,100,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo",-15.5665,166.9021,6b,F,Papunesia,definitely endangered,aust1307,west2845,-15.5656,166.902,0,VU,Austronesian,1276,NA,0,0,VUT,166.9072294,-15.22334335,1,0,NA
waim1251,rro,1.671528431,0.048216936,15000,5,15000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Central Papuan, West Central Papuan, Nuclear",-8.7064,146.562,5,T,Papunesia,safe,aust1307,nucl1506,-8.67145,146.544,3,PG,Austronesian,1276,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
waim1252,wmh,0.454142748,0.012945784,18400,5,18400,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Timor-Babar, Nuclear Timor",-8.565,126.289,6b,T,Papunesia,definitely endangered,aust1307,kawa1289,-8.53416,126.317,0,TL,Austronesian,1276,NA,0,0,TLS,125.9663003,-8.767760362,1,1,NA
waim1253,atr,6.273788321,2.516442413,1120,4,1120,1,Cariban,"Cariban, North Amazonian, Yawaperí",-0.6475,-60.4635,6a,F,South America,definitely endangered,cari1283,yawa1262,-0.61832,-60.4259,3,BR,Cariban,42,NA,0,0,BRA,-53.05434004,-10.80677364,0,0,NA
waim1255,bao,1.349214914,0.106485083,131,3,131,2,Tucanoan,"Tucanoan, Eastern Tucanoan, Bará-Tuyuka",0.2553,-70.3842,5,T,South America,definitely endangered,tuca1253,bara1401,0.30416,-70.1644,2,BR CO,Tucanoan,26,NA,0,0,COL,-73.07773209,3.927213863,0,1,NA
waio1238,wli,0.812880975,0.022859087,3000,4,3000,1,West Papuan,"West Papuan, North Halmahera, Sahu",1.2449,127.5116,6a,F,Papunesia,vulnerable,nort2923,sahu1246,1.2341,127.494,0,ID,North Halmahera,15,NA,0,0,IDN,114.0226835,-0.254301557,1,0,NA
waiw1244,waw,2.730449464,0.266309247,2230,4,2230,3,Cariban,"Cariban, Waiwai",1.3237,-59.6358,5,T,South America,definitely endangered,cari1283,waiw1245,1.50881,-59.1417,1,BR GY,Cariban,42,1,1,0,GUY,-58.97120311,4.790225375,0,1,0
waja1257,wbv,5.673714113,2.06991468,86,2,86,1,Australian,"Australian, Pama-Nyungan, South-West, Wadjari",-28.1499,117.2359,8b,F,Australia,severely endangered,pama1250,kart1250,-28.1761,117.153,0,AU,Pama-Nyungan,248,NA,1,0,AUS,134.3760786,-25.56076406,0,0,NA
waja1259,wja,1.013147445,0.060655699,60000,5,60000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Waja-Jen, Waja, Tula",9.9426,11.7118,6a,T,Africa,safe,atla1278,tula1250,9.91175,11.7206,2,NG,Atlantic-Congo,1436,NA,0,0,NGA,7.995127754,9.548318418,0,1,NA
waka1274,wkw,NA,NA,0,0,2,1,Australian,"Australian, Pama-Nyungan, Waka-Kabic, Miyan",-26.1382,151.6306,9,F,Australia,critically endangered,pama1250,west2808,-26.248,151.868,2,AU,Pama-Nyungan,248,0,1,0,AUS,134.3760786,-25.56076406,0,0,0
waka1275,wav,0.447420378,0.005600675,5000,4,5000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Leko-Nimbari, Mumuye-Yandang, Mumuye",9.1705,11.827,6a,F,Africa,safe,atla1278,waka1285,8.79968,11.4932,0,NG,Atlantic-Congo,1436,NA,0,0,NGA,7.995127754,9.548318418,0,0,NA
wakd1237,wkd,0.407272277,0.004746241,550,3,550,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Sarmi-Jayapura Bay, Sarmi",-2.0302,138.9834,7,F,Papunesia,definitely endangered,aust1307,sobe1239,-1.98457,139.008,0,ID,Austronesian,1276,NA,0,0,IDN,114.0226835,-0.254301557,1,0,NA
wakh1245,wbl,6.302231597,0.340437636,58000,5,58000,4,Indo-European,"Indo-European, Indo-Iranian, Iranian, Eastern, Southeastern, Pamir",36.9654,72.851,6a,T,Eurasia,vulnerable,indo1319,iran1269,37.1768,73.9777,7,AF CN PK TJ,Indo-European,588,NA,0,0,AFG,66.08669022,33.85639928,0,1,NA
wala1266,lgl,0.541084206,0.00604919,6980,4,6980,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Northern",-8.8345,160.7477,5,T,Papunesia,safe,aust1307,nort2833,-8.81936,160.741,0,SB,Austronesian,1276,NA,0,0,NA,NA,NA,1,1,NA
wala1269,wlw,0.822613042,0.043085278,20000,5,20000,1,Trans-New Guinea,"Trans-New Guinea, West, Dani, Dani Proper",-3.8312,138.8238,6a,T,Papunesia,safe,nucl1709,pyra1234,-3.8238,138.84,0,ID,Nuclear Trans New Guinea,316,NA,0,0,IDN,114.0226835,-0.254301557,1,1,NA
wali1262,wll,0.560464727,0.017891108,9000,4,9000,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Northern (k languages), Nubian, Central, Hill, Unclassified",11.8693,29.1235,6a,F,Africa,definitely endangered,nubi1251,west2807,11.8634,29.1228,0,SD,Nubian,13,NA,0,0,SDN,29.86260401,15.990585,0,0,NA
wali1263,wlx,3.3291529,0.298871484,84800,5,84800,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Northwest",9.8967,-2.3532,5,T,Africa,safe,atla1278,sout3209,10.0212,-2.31263,5,GH,Atlantic-Congo,1436,NA,0,0,GHA,-1.236968556,7.928651813,0,1,NA
wall1238,waa,0.666456513,0.02475855,25,2,25,1,Sahaptian,"Sahaptian, Sahaptin",45.7191,-118.4099,8a,F,North America,critically endangered,saha1239,nort1527,45.7206,-118.424,0,US,Sahaptian,5,NA,1,0,USA,-99.06024063,39.50155413,0,0,NA
wall1255,wln,6.721496688,1.494482168,600000,6,600000,1,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Oïl, French",50.3205,5.1679,6b,T,Eurasia,definitely endangered,indo1319,oila1234,50.2235,5.14509,4,BE FR LU,Indo-European,588,1,0,0,BEL,4.580831591,50.65244261,0,1,1
wall1257,wls,0.409052427,0.006914057,8440,4,8440,2,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, East Uvean-Niuafo’ou",-13.2855,-176.1707,5,T,Papunesia,safe,aust1307,east2758,-13.2903,-176.207,0,WF,Austronesian,1276,1,0,0,NA,NA,NA,1,1,1
walm1241,wmt,10.52140232,6.65369814,520,3,520,1,Australian,"Australian, Pama-Nyungan, South-West, Ngumbin",-19.6047,126.0736,5,T,Australia,definitely endangered,pama1250,ngum1256,-19.7229,126.113,1,AU,Pama-Nyungan,248,NA,1,0,AUS,134.3760786,-25.56076406,0,1,NA
wals1238,wae,1.974380139,0.077054767,22780,5,22780,4,Indo-European,"Indo-European, Germanic, West, High German, German, Upper German, Alemannic",46.5809,9.2265,6b,T,Eurasia,vulnerable,indo1319,sout3294,46.6995,9.18266,0,AT CH IT LI,Indo-European,588,NA,0,0,CHE,8.118300613,46.79173768,0,1,NA
walu1241,ola,1.096484083,0.049946707,1170,4,1170,3,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Unclassified",27.6741,87.8486,6b,T,Eurasia,definitely endangered,sino1245,sout3216,27.695,87.2374,0,IN NP,Sino-Tibetan,496,NA,0,0,NPL,84.01317368,28.23944002,0,1,NA
wama1247,wmc,0.256313023,0.003932197,220,3,220,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Hanseman",-4.9779,145.5436,6a,F,Papunesia,definitely endangered,nucl1709,wama1249,-4.97757,145.541,0,PG,Nuclear Trans New Guinea,316,NA,0,0,PNG,144.3312156,-6.645007134,1,0,NA
wamb1257,wme,0.554506956,0.015546446,13500,5,13500,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Western",27.2089,86.4649,5,T,Eurasia,vulnerable,sino1245,chau1260,27.14808,86.47646,2,NP,Sino-Tibetan,496,NA,0,0,NPL,84.01317368,28.23944002,0,1,NA
wamb1258,wmb,10.47896234,6.244425248,2,1,2,1,Australian,"Australian, West Barkly",-17.4615,135.5501,8b,F,Australia,critically endangered,mirn1241,guda1245,-17.496,135.683,4,AU,Mirndi,5,NA,1,0,AUS,134.3760786,-25.56076406,0,0,NA
wamb1259,wms,1.898559488,0.137399797,3000,4,3000,1,Trans-New Guinea,"Trans-New Guinea, Ok-Awyu, Awyu-Dumut, Dumut",-5.4778,140.4605,6a,T,Papunesia,vulnerable,nucl1709,ketu1239,-5.44334,140.48,6,ID,Nuclear Trans New Guinea,316,NA,0,0,IDN,114.0226835,-0.254301557,1,1,NA
wame1240,cou,0.845231876,0.065916436,38000,5,38000,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Atlantic, Northern, Eastern Senegal-Guinea, Tenda",12.6532,-13.0913,6a,T,Africa,vulnerable,atla1278,tend1239,12.5421,-13.177,0,GN SN,Atlantic-Congo,1436,1,0,0,GIN,-11.06085374,10.44827288,0,1,1
wamp1247,lbq,1.386189975,0.098850521,5150,4,5150,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Lower, Wampar",-6.6245,146.645,5,T,Papunesia,safe,aust1307,lowe1411,-6.67364,146.662,0,PG,Austronesian,1276,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
wamp1248,waz,0.2688337,0.005298158,530,3,530,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Upper, Mountain",-6.389,146.1432,6a,F,Papunesia,safe,aust1307,moun1250,-6.33644,146.126,0,PG,Austronesian,1276,NA,0,0,PNG,144.3312156,-6.645007134,1,0,NA
wana1268,wnp,0.371867404,0.005640055,1070,4,1070,1,Torricelli,"Torricelli, Wapei-Palei, Palei",-3.5795,142.4657,6a,F,Papunesia,definitely endangered,nucl1708,nucl1708,-3.59639,142.5,0,PG,Nuclear Torricelli,55,NA,0,0,PNG,144.3312156,-6.645007134,1,0,NA
wana1269,wnb,0.528105459,0.015873345,590,3,590,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Pihom, Tiboran",-4.7843,145.4305,6a,F,Papunesia,safe,nucl1709,tibo1243,-4.78822,145.419,0,PG,Nuclear Trans New Guinea,316,NA,0,0,PNG,144.3312156,-6.645007134,1,0,NA
wanc1238,nnp,1.143849194,0.081678855,49100,5,49100,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Boro-Garo, Northern Naga",26.8766,95.3213,5,T,Eurasia,vulnerable,sino1245,kony1247,26.2581,94.8936,4,IN,Sino-Tibetan,496,NA,0,0,IND,79.59370376,22.92500641,0,1,NA
wand1264,wbh,2.15573757,0.224594149,180,3,180,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, M, Nyiha-Safwa (M.21)",-8.3659,32.3965,6b,F,Africa,vulnerable,atla1278,malu1251,-8.34522,32.4375,1,TZ,Atlantic-Congo,1436,NA,0,0,TZA,34.75298813,-6.257732721,0,0,NA
wand1266,wdd,1.233169929,0.09537837,10000,5,10000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, B, Nzebi (B.501)",-1.5341,12.8817,6a,F,Africa,safe,atla1278,ndja1235,-1.51945,12.8951,0,GA,Atlantic-Congo,1436,NA,0,0,GAB,11.68775117,-0.64704814,0,0,NA
wand1267,wad,12.71214862,0.634502897,5000,4,5000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, West New Guinea, Cenderawasih Bay, Yapen, Central-Western",-2.1925,133.9564,5,T,Papunesia,vulnerable,aust1307,ansu1238,-2.25622,133.996,7,ID,Austronesian,1276,NA,0,0,IDN,114.0226835,-0.254301557,1,1,NA
wand1278,mfi,1.767932575,0.074186159,43500,5,43500,2,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, A, A.4, Mandara Proper, Mandara",11.1109,14.0809,5,T,Africa,safe,afro1255,wand1281,11.3169,13.8996,10,CM NG,Afro-Asiatic,375,NA,0,0,NGA,7.995127754,9.548318418,0,1,NA
wane1241,wne,1.166768415,0.093053396,108000,6,108000,1,Indo-European,"Indo-European, Indo-Iranian, Iranian, Eastern, Southeastern, Pashto",30.0459,67.8397,6a,F,Eurasia,safe,indo1319,pash1269,30.0501,67.8327,0,PK,Indo-European,588,NA,0,0,PAK,69.41399806,29.97346003,0,0,NA
wane1242,hwa,0.811978272,0.027624319,2100,4,2100,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Eastern, Bakwe",4.8466,-6.4656,6a,F,Africa,vulnerable,atla1278,bakw1242,4.85171,-6.44406,0,CI,Atlantic-Congo,1436,NA,0,0,CIV,-5.612043645,7.553755007,0,0,NA
wang1291,wyb,6.779228927,2.669776731,4,1,4,1,Australian,"Australian, Pama-Nyungan, Wiradhuric",-30.5915,146.3033,8b,F,Australia,critically endangered,pama1250,wira1261,-30.6481,146.18,2,AU,Pama-Nyungan,248,0,1,0,AUS,134.3760786,-25.56076406,0,0,0
wang1294,lwg,0.852399899,0.038695787,309000,6,309000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Masaba-Luhya (E.32)",0.3637,34.4987,4,T,Africa,safe,atla1278,cent2288,0.343,34.477,0,KE,Atlantic-Congo,1436,NA,0,0,KEN,37.79155529,0.595966252,0,1,NA
wang1299,wng,1.079601651,0.052052277,1180,4,1180,1,Trans-New Guinea,"Trans-New Guinea, Ok-Awyu, Awyu-Dumut, Dumut",-5.5711,140.1687,6a,F,Papunesia,vulnerable,nucl1709,ndei1235,-5.60094,140.194,0,ID,Nuclear Trans New Guinea,316,NA,0,1,IDN,114.0226835,-0.254301557,1,0,NA
wanm1242,wbt,7.004764867,2.692434748,4,1,4,1,Australian,"Australian, Pama-Nyungan, South-West, Wati",-22.4443,122.9498,8b,F,Australia,severely endangered,pama1250,warn1245,-22.7078,122.325,0,AU,Pama-Nyungan,248,0,1,0,AUS,134.3760786,-25.56076406,0,0,0
wann1241,jub,0.823291754,0.048023883,4000,4,4000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central, Jukun-Mbembe-Wurbo, Kororofa",7.8387,8.9698,6a,F,Africa,safe,atla1278,wurb1240,7.83859,8.96594,0,NG,Atlantic-Congo,1436,NA,0,0,NGA,7.995127754,9.548318418,0,0,NA
wann1242,wan,1.065175934,0.039517555,22000,5,22000,1,Niger-Congo,"Niger-Congo, Mande, Eastern, Southeastern, Nwa-Ben, Wan-Mwan",7.8223,-5.8139,6a,T,Africa,safe,mand1469,wanm1243,7.88773,-5.82092,2,CI,Mande,75,NA,0,0,CIV,-5.612043645,7.553755007,0,1,NA
wano1243,wno,1.947203535,0.235984715,1000,4,1000,1,Trans-New Guinea,"Trans-New Guinea, West, Dani, Wano",-3.4877,137.6658,6b,T,Papunesia,definitely endangered,nucl1709,dani1287,-3.47858,137.678,7,ID,Nuclear Trans New Guinea,316,NA,0,0,IDN,114.0226835,-0.254301557,1,1,NA
want1252,wnc,0.850746483,0.040021006,8200,4,8200,1,Trans-New Guinea,"Trans-New Guinea, Finisterre-Huon, Finisterre, Wantoat",-6.1417,146.5167,8a,T,Papunesia,definitely endangered,nucl1709,want1253,-6.15216,146.513,4,PG,Nuclear Trans New Guinea,316,1,0,0,PNG,144.3312156,-6.645007134,1,1,0
wanu1241,wnk,0.481283148,0.013210669,10000,5,10000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Sumba-Hawu, Sumba",-9.6964,119.459,6a,F,Papunesia,definitely endangered,aust1307,cent2307,-9.69834,119.468,2,ID,Austronesian,1276,NA,0,0,IDN,114.0226835,-0.254301557,1,0,NA
wany1247,wny,NA,NA,1,1,1,1,Australian,"Australian, Yanyi",-17.2401,137.3497,8b,F,Australia,critically endangered,garr1260,garr1260,-18.6529,137.608,0,AU,Garrwan,2,NA,0,0,AUS,134.3760786,-25.56076406,0,0,NA
waor1240,auc,8.66729683,1.396897647,1650,4,1650,1,Language isolate,Language isolate,-1.1255,-76.2987,6b,T,South America,definitely endangered,,,-1.12312,-76.683,0,EC,NA,1,NA,1,0,ECU,-78.38416675,-1.454771706,0,1,NA
wapa1235,juk,3.392338831,0.502595755,100000,6,100000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central, Jukun-Mbembe-Wurbo, Kororofa",7.9592,9.8145,5,T,Africa,safe,atla1278,koro1322,7.97862,9.83299,2,NG,Atlantic-Congo,1436,NA,0,0,NGA,7.995127754,9.548318418,0,1,NA
waph1238,juw,0.293446918,0.006733694,1610,4,1610,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central, Jukun-Mbembe-Wurbo, Jukun",9.1079,9.904,6a,F,Africa,definitely endangered,atla1278,jibu1240,9.10829,9.90381,0,NG,Atlantic-Congo,1436,NA,0,0,NGA,7.995127754,9.548318418,0,0,NA
wapi1253,wap,6.123865571,1.144975634,12500,5,12500,2,Maipurean,"Maipurean, Northern, Maritime, Wapixana",2.5544,-59.1179,6b,T,South America,vulnerable,araw1281,wapi1254,2.58744,-59.8021,2,BR GY,Arawakan,76,1,0,0,GUY,-58.97120311,4.790225375,0,1,0
wara1290,wrz,NA,NA,0,0,0,1,Australian,"Australian, Gunwingguan, Warayan",-13.5918,132.068,x10,F,Australia,critically endangered,gunw1250,warr1259,-13.0941,131.236,0,AU,Gunwinyguan,12,NA,1,0,AUS,134.3760786,-25.56076406,0,0,NA
wara1292,wbf,0.379291096,0.008817985,4500,4,4500,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Wara-Natioro",10.6203,-5.4344,6b,T,Africa,definitely endangered,atla1278,samu1243,10.7283,-5.37515,4,BF ML,Atlantic-Congo,1436,NA,0,0,BFA,-1.776537452,12.31165049,0,1,NA
wara1294,tci,0.752330042,0.037736089,700,3,700,1,South-Central Papuan,"South-Central Papuan, Morehead-Upper Maro, Tonda",-8.6462,141.5192,6a,T,Papunesia,definitely endangered,more1255,wara1293,-8.64917,141.52,5,PG,Yam,19,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
wara1299,srv,1.935741171,0.079299076,185000,6,185000,1,Austronesian,"Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bisayan, Central, Warayan, Gubat",12.7383,124.0187,6a,F,Papunesia,safe,aust1307,wara1304,12.6795,124.015,0,PH,Austronesian,1276,NA,0,0,PHL,121.5444424,15.75094435,1,0,NA
wara1300,war,17.87110627,1.304756119,2611110,7,2611110,1,Austronesian,"Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bisayan, Central, Warayan, Samar-Waray",11.7893,125.0147,3,T,Papunesia,safe,aust1307,sama1315,11.4911,125.012,3,PH,Austronesian,1276,NA,0,0,PHL,121.5444424,15.75094435,1,1,NA
wara1302,wra,0.700893742,0.021205603,300,3,300,1,Skou,"Skou, Skou-Serra-Piore, Serra Hills, Piore River",-3.0891,142.0141,6b,T,Papunesia,definitely endangered,skoo1245,lago1243,-3.07263,142.012,2,PG,Sko,10,NA,1,0,PNG,144.3312156,-6.645007134,1,1,NA
wara1303,wba,9.178934088,1.195390933,32800,5,32800,3,Language isolate,Language isolate,9.2272,-61.6975,6a,T,South America,vulnerable,,,7.50851,-59.3528,0,GY SR VE,NA,1,0,1,0,GUY,-58.97120311,4.790225375,0,1,0
ward1246,wrr,5.8629844,1.768448806,24,2,24,1,Australian,"Australian, Gunwingguan, Yangmanic",-15.5156,132.7805,8a,F,Australia,severely endangered,yang1287,yang1287,-15.4155,132.604,0,AU,Yangmanic,3,NA,1,0,AUS,134.3760786,-25.56076406,0,0,NA
ware1253,wsa,2.74361264,0.113967113,600,3,620,1,Lower Mamberamo,Lower Mamberamo,-1.6545,137.6242,7,F,Papunesia,definitely endangered,aust1307,lowe1409,-1.65941,137.566,0,ID,Austronesian,1276,NA,0,1,NA,NA,NA,1,0,NA
ware1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South America,safe,araw1281,ware1256,2.904099,-67.092099,0,BR,Arawakan,76,NA,0,0,VEN,-66.16382728,7.162132268,0,NA,NA
wari1264,wbe,0.807302326,0.041098631,150,3,150,1,Lakes Plain,"Lakes Plain, Tariku, East",-3.162,138.4848,6b,F,Papunesia,definitely endangered,lake1255,dout1239,-3.23021,138.456,0,ID,Lakes Plain,20,NA,0,1,IDN,114.0226835,-0.254301557,1,0,NA
wari1266,wrs,1.000946232,0.041497338,4000,4,4000,2,Border,"Border, Waris",-3.2559,141.0717,4,T,Papunesia,definitely endangered,bord1247,nucl1773,-3.139,140.931,0,ID PG,Border,15,NA,0,0,IDN,114.0226835,-0.254301557,1,1,NA
wari1268,pav,2.782039487,0.307742536,2720,4,2720,1,Chapacuran,"Chapacuran, Wari",-10.7371,-64.5535,6a,T,South America,definitely endangered,chap1271,wari1267,-10.69948,-64.56152,0,BR,Chapacuran,12,NA,0,0,BRA,-53.05434004,-10.80677364,0,1,NA
warj1242,aml,2.183523645,0.109003348,41900,5,41900,2,Austro-Asiatic,"Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khasian",24.5644,92.0413,6a,F,Eurasia,safe,aust1305,khas1268,25.1154,91.6266,2,BD IN,Austroasiatic,156,NA,0,0,BGD,90.26792828,23.8394618,0,0,NA
warj1253,wji,0.745115068,0.040953375,77700,5,77700,1,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.2",11.1666,9.5724,6a,T,Africa,vulnerable,afro1255,warj1254,11.1718,9.56925,0,NG,Afro-Asiatic,375,NA,0,0,NGA,7.995127754,9.548318418,0,1,NA
wark1247,bgv,0.303960362,0.003642102,300,3,300,1,Trans-New Guinea,"Trans-New Guinea, Marind, Yaqay",-5.7708,138.6344,6b,F,Papunesia,definitely endangered,anim1240,yaqa1245,-5.7716,138.638,0,ID,Anim,17,NA,1,0,IDN,114.0226835,-0.254301557,1,0,NA
warl1254,wbp,19.69509192,19.17337705,2510,4,2510,1,Australian,"Australian, Pama-Nyungan, South-West, Ngarga",-20.1683,131.2531,5,T,Australia,definitely endangered,pama1250,ngar1289,-20.1008,131.05,7,AU,Pama-Nyungan,248,0,1,0,AUS,134.3760786,-25.56076406,0,1,0
warl1255,wrl,1.753710975,0.199722312,48,2,48,1,Australian,"Australian, Pama-Nyungan, South-West, Ngarga",-18.9384,133.8497,8b,F,Australia,severely endangered,pama1250,ngar1289,-18.949,133.862,0,AU,Pama-Nyungan,248,NA,1,0,AUS,134.3760786,-25.56076406,0,0,NA
warl1256,wrb,NA,NA,0,0,0,1,Australian,"Australian, Pama-Nyungan, Wagaya-Warluwaric, Warluwara-Thawa",-22.5329,138.8638,x10,F,Australia,critically endangered,pama1250,thaw1238,-22.2909,138.738,0,AU,Pama-Nyungan,248,NA,1,0,AUS,134.3760786,-25.56076406,0,0,NA
warn1244,wrn,0.276702174,0.005722116,1100,4,1100,1,Niger-Congo,"Niger-Congo, Kordofanian, Heiban, Eastern",10.394,31.1769,6b,F,Africa,definitely endangered,heib1242,east2429,10.594,31.1574,0,SD,Heibanic,10,NA,0,0,SDN,29.86260401,15.990585,0,0,NA
